t_s,T_K,X_CH3OCH3,X_O2,X_CH2O,X_CH3OCH2O2,X_OH,X_CO,X_CO2,X_HO2,X_H2O2
6.57388113e-08,1199.9979,6.544459e-02,1.963348e-01,3.345666e-07,1.013130e-08,3.282815e-09,1.240875e-11,7.053832e-12,1.481884e-07,4.136493e-10
7.00636994e-08,1199.9978,6.544456e-02,1.963347e-01,3.662802e-07,1.069794e-08,3.420921e-09,1.514722e-11,8.616874e-12,1.598364e-07,4.777652e-10
7.43885874e-08,1199.9977,6.544452e-02,1.963347e-01,3.984445e-07,1.121550e-08,3.544034e-09,1.818851e-11,1.035233e-11,1.715002e-07,5.467292e-10
7.87134755e-08,1199.9976,6.544449e-02,1.963347e-01,4.310090e-07,1.168676e-08,3.653776e-09,2.152698e-11,1.225641e-11,1.831742e-07,6.205459e-10
8.30383635e-08,1199.9975,6.544445e-02,1.963347e-01,4.639307e-07,1.211501e-08,3.751697e-09,2.515470e-11,1.432393e-11,1.948543e-07,6.992179e-10
8.73632516e-08,1199.9973,6.544442e-02,1.963346e-01,4.971735e-07,1.250378e-08,3.839237e-09,2.906193e-11,1.654865e-11,2.065376e-07,7.827464e-10
9.16881396e-08,1199.9972,6.544438e-02,1.963346e-01,5.307064e-07,1.285669e-08,3.917705e-09,3.323765e-11,1.892351e-11,2.182219e-07,8.711317e-10
9.60130277e-08,1199.9971,6.544435e-02,1.963346e-01,5.645034e-07,1.317728e-08,3.988280e-09,3.766999e-11,2.144099e-11,2.299057e-07,9.643729e-10
1.00337916e-07,1199.9970,6.544431e-02,1.963346e-01,5.985424e-07,1.346897e-08,4.052015e-09,4.234660e-11,2.409325e-11,2.415879e-07,1.062469e-09
1.07264420e-07,1199.9968,6.544426e-02,1.963345e-01,6.535153e-07,1.388379e-08,4.142119e-09,5.031395e-11,2.860195e-11,2.602921e-07,1.229685e-09
1.14190924e-07,1199.9966,6.544420e-02,1.963345e-01,7.089985e-07,1.424438e-08,4.220243e-09,5.882502e-11,3.340400e-11,2.789880e-07,1.409340e-09
1.21117429e-07,1199.9964,6.544414e-02,1.963344e-01,7.649428e-07,1.456081e-08,4.288963e-09,6.783163e-11,3.846895e-11,2.976742e-07,1.601428e-09
1.28043933e-07,1199.9962,6.544408e-02,1.963344e-01,8.213104e-07,1.484158e-08,4.350325e-09,7.728931e-11,4.376860e-11,3.163499e-07,1.805938e-09
1.34970437e-07,1199.9960,6.544402e-02,1.963343e-01,8.780719e-07,1.509376e-08,4.405949e-09,8.715777e-11,4.927738e-11,3.350147e-07,2.022859e-09
1.41896942e-07,1199.9958,6.544397e-02,1.963343e-01,9.352047e-07,1.532316e-08,4.457108e-09,9.740124e-11,5.497247e-11,3.536684e-07,2.252183e-09
1.48823446e-07,1199.9956,6.544391e-02,1.963342e-01,9.926913e-07,1.553447e-08,4.504796e-09,1.079885e-10,6.083388e-11,3.723108e-07,2.493898e-09
1.55749950e-07,1199.9955,6.544385e-02,1.963342e-01,1.050518e-06,1.573144e-08,4.549784e-09,1.188928e-10,6.684433e-11,3.909420e-07,2.747994e-09
1.62676455e-07,1199.9953,6.544379e-02,1.963342e-01,1.108673e-06,1.591708e-08,4.592679e-09,1.300913e-10,7.298899e-11,4.095617e-07,3.014460e-09
1.73446187e-07,1199.9950,6.544370e-02,1.963341e-01,1.199733e-06,1.618869e-08,4.656286e-09,1.480439e-10,8.278065e-11,4.384901e-07,3.453323e-09
1.84215920e-07,1199.9947,6.544360e-02,1.963340e-01,1.291546e-06,1.644535e-08,4.717244e-09,1.666053e-10,9.282864e-11,4.673909e-07,3.922028e-09
1.94985653e-07,1199.9944,6.544351e-02,1.963339e-01,1.384098e-06,1.669183e-08,4.776453e-09,1.857337e-10,1.031040e-10,4.962642e-07,4.420536e-09
2.05755385e-07,1199.9941,6.544342e-02,1.963339e-01,1.477378e-06,1.693142e-08,4.834524e-09,2.053992e-10,1.135852e-10,5.251100e-07,4.948807e-09
2.16525118e-07,1199.9938,6.544332e-02,1.963338e-01,1.571380e-06,1.716635e-08,4.891857e-09,2.255809e-10,1.242562e-10,5.539283e-07,5.506801e-09
2.27294851e-07,1199.9935,6.544322e-02,1.963337e-01,1.666101e-06,1.739813e-08,4.948721e-09,2.462652e-10,1.351052e-10,5.827192e-07,6.094480e-09
2.44334544e-07,1199.9931,6.544307e-02,1.963336e-01,1.817426e-06,1.776078e-08,5.038145e-09,2.799996e-10,1.526144e-10,6.282158e-07,7.084838e-09
2.61374238e-07,1199.9926,6.544292e-02,1.963335e-01,1.970537e-06,1.812063e-08,5.127289e-09,3.149588e-10,1.705271e-10,6.736441e-07,8.149252e-09
2.78413932e-07,1199.9922,6.544276e-02,1.963334e-01,2.125431e-06,1.847929e-08,5.216433e-09,3.511431e-10,1.888299e-10,7.190041e-07,9.287566e-09
2.95453625e-07,1199.9917,6.544260e-02,1.963333e-01,2.282109e-06,1.883763e-08,5.305720e-09,3.885625e-10,2.075151e-10,7.642961e-07,1.049963e-08
3.12493319e-07,1199.9913,6.544244e-02,1.963332e-01,2.440573e-06,1.919596e-08,5.395192e-09,4.272333e-10,2.265786e-10,8.095201e-07,1.178528e-08
3.29533013e-07,1199.9909,6.544228e-02,1.963330e-01,2.600824e-06,1.955440e-08,5.484857e-09,4.671759e-10,2.460189e-10,8.546762e-07,1.314437e-08
3.46572706e-07,1199.9904,6.544212e-02,1.963329e-01,2.762865e-06,1.991305e-08,5.574733e-09,5.084127e-10,2.658353e-10,8.997646e-07,1.457675e-08
3.63612400e-07,1199.9900,6.544196e-02,1.963328e-01,2.926698e-06,2.027204e-08,5.664837e-09,5.509669e-10,2.860273e-10,9.447854e-07,1.608226e-08
3.89781688e-07,1199.9893,6.544170e-02,1.963326e-01,3.181806e-06,2.082409e-08,5.803661e-09,6.189418e-10,3.177696e-10,1.013796e-06,1.853645e-08
